DriverId,CircuitId,FirstLapChangeList,FirstLapChangeMin,FirstLapChangeMax,FirstLapChangeFirstQuartile,FirstLapChangeMedian,FirstLapChangeThirdQuartile,FirstLapChangeMean,FirstLapChangeSd
15,16,"0,-1,0,4,3,5,1,0,4,4,0,5,3,-3,-1,1,0,3,-11,5,2,-7,0,1,-1,2,-1,-1,0,1,-1,0,-1,-13,-1,0,3,2,1,-1,3,5,-3,3,3,1,-4,-3,1,0,0,2,1,0,0,0,1,-1,0,1,1,-1,0,2,-2,1,-1,-2,6,5,0,1,-13,0,0,2,0,0,-1,1,1,1,-2,7,0,9,-2,0,1,1,1,1,-1,0,-3,5,-1,-1,8,-10,2,2,2,1,3,-2,1,4,2,0,-4,-6,-1,3,1,-3,-8,-1,2,1,1,1,3,-2,-3,-3,0,0,0,8,0,-3,0,-8,-3,-1,-3,1,-4,-1,0,1,-1,-5,-4,0,4,-2,1,6,3,0,",0,3,0,3,0,1,1.4142135623730951
15,17,"0,-1,0,4,3,5,1,0,4,4,0,5,3,-3,-1,1,0,3,-11,5,2,-7,0,1,-1,2,-1,-1,0,1,-1,0,-1,-13,-1,0,3,2,1,-1,3,5,-3,3,3,1,-4,-3,1,0,0,2,1,0,0,0,1,-1,0,1,1,-1,0,2,-2,1,-1,-2,6,5,0,1,-13,0,0,2,0,0,-1,1,1,1,-2,7,0,9,-2,0,1,1,1,1,-1,0,-3,5,-1,-1,8,-10,2,2,2,1,3,-2,1,4,2,0,-4,-6,-1,3,1,-3,-8,-1,2,1,1,1,3,-2,-3,-3,0,0,0,8,0,-3,0,-8,-3,-1,-3,1,-4,-1,0,1,-1,-5,-4,0,4,-2,1,6,3,0,-13,-1,3,2,0,7,1,",-13,7,-1,1,1,-1,5.8309518948453007
15,18,"0,-1,0,4,3,5,1,0,4,4,0,5,3,-3,-1,1,0,3,-11,5,2,-7,0,1,-1,2,-1,-1,0,1,-1,0,-1,-13,-1,0,3,2,1,-1,3,5,-3,3,3,1,-4,-3,1,0,0,2,1,0,0,0,1,-1,0,1,1,-1,0,2,-2,1,-1,-2,6,5,0,1,-13,0,0,2,0,0,-1,1,1,1,-2,7,0,9,-2,0,1,1,1,1,-1,0,-3,5,-1,-1,8,-10,2,2,2,1,3,-2,1,4,2,0,-4,-6,-1,3,1,-3,-8,-1,2,1,1,1,3,-2,-3,-3,0,0,0,8,0,-3,0,-8,-3,-1,-3,1,-4,-1,0,1,-1,-5,-4,0,4,-2,1,6,3,0,-13,-1,3,2,0,7,1,0,1,0,2,1,0,3,3,3,1,0,3,-1,2,",-1,3,0,1,2,1,1.0
15,20,"0,-1,0,4,3,5,1,0,4,4,0,5,3,-3,-1,1,0,3,-11,5,2,-7,0,1,-1,2,-1,-1,0,1,-1,0,-1,-13,-1,0,3,2,1,-1,3,5,-3,3,3,1,-4,-3,1,0,0,2,1,0,0,0,1,-1,0,1,1,-1,0,2,-2,1,-1,-2,6,5,0,1,-13,0,0,2,0,0,-1,1,1,1,-2,7,0,9,-2,0,1,1,1,1,-1,0,-3,5,-1,-1,8,-10,2,2,2,1,3,-2,1,4,2,0,-4,-6,-1,3,1,-3,-8,-1,2,1,1,1,3,-2,-3,-3,0,0,0,8,0,-3,0,-8,-3,-1,-3,1,-4,-1,0,1,-1,-5,-4,0,4,-2,1,6,3,0,-13,-1,3,2,0,7,1,0,1,0,2,1,0,3,3,3,1,0,3,-1,2,3,1,1,-4,0,-1,1,-2,0,-2,",-4,3,-2,0,1,-1,2.0
15,21,"0,-1,0,4,3,5,1,0,4,4,0,5,3,-3,-1,1,0,3,-11,5,2,-7,0,1,-1,2,-1,-1,0,1,-1,0,-1,-13,-1,0,3,2,1,-1,3,5,-3,3,3,1,-4,-3,1,0,0,2,1,0,0,0,1,-1,0,1,1,-1,0,2,-2,1,-1,-2,6,5,0,1,-13,0,0,2,0,0,-1,1,1,1,-2,7,0,9,-2,0,1,1,1,1,-1,0,-3,5,-1,-1,8,-10,2,2,2,1,3,-2,1,4,2,0,-4,-6,-1,3,1,-3,-8,-1,2,1,1,1,3,-2,-3,-3,0,0,0,8,0,-3,0,-8,-3,-1,-3,1,-4,-1,0,1,-1,-5,-4,0,4,-2,1,6,3,0,-13,-1,3,2,0,7,1,0,1,0,2,1,0,3,3,3,1,0,3,-1,2,3,1,1,-4,0,-1,1,-2,0,-2,1,1,2,2,1,2,2,6,",1,6,1,2,2,2,1.4142135623730951
15,22,"0,-1,0,4,3,5,1,0,4,4,0,5,3,-3,-1,1,0,3,-11,5,2,-7,0,1,-1,2,-1,-1,0,1,-1,0,-1,-13,-1,0,3,2,1,-1,3,5,-3,3,3,1,-4,-3,1,0,0,2,1,0,0,0,1,-1,0,1,1,-1,0,2,-2,1,-1,-2,6,5,0,1,-13,0,0,2,0,0,-1,1,1,1,-2,7,0,9,-2,0,1,1,1,1,-1,0,-3,5,-1,-1,8,-10,2,2,2,1,3,-2,1,4,2,0,-4,-6,-1,3,1,-3,-8,-1,2,1,1,1,3,-2,-3,-3,0,0,0,8,0,-3,0,-8,-3,-1,-3,1,-4,-1,0,1,-1,-5,-4,0,4,-2,1,6,3,0,-13,-1,3,2,0,7,1,0,1,0,2,1,0,3,3,3,1,0,3,-1,2,3,1,1,-4,0,-1,1,-2,0,-2,1,1,2,2,1,2,2,6,-1,1,1,7,3,-3,3,-2,-4,-1,6,1,",-4,7,-1,1,3,0,3.3166247903553998
15,25,"0,-1,0,4,3,5,1,0,4,4,0,5,3,-3,-1,1,0,3,-11,5,2,-7,0,1,-1,2,-1,-1,0,1,-1,0,-1,-13,-1,0,3,2,1,-1,3,5,-3,3,3,1,-4,-3,1,0,0,2,1,0,0,0,1,-1,0,1,1,-1,0,2,-2,1,-1,-2,6,5,0,1,-13,0,0,2,0,0,-1,1,1,1,-2,7,0,9,-2,0,1,1,1,1,-1,0,-3,5,-1,-1,8,-10,2,2,2,1,3,-2,1,4,2,0,-4,-6,-1,3,1,-3,-8,-1,2,1,1,1,3,-2,-3,-3,0,0,0,8,0,-3,0,-8,-3,-1,-3,1,-4,-1,0,1,-1,-5,-4,0,4,-2,1,6,3,0,-13,-1,3,2,0,7,1,0,1,0,2,1,0,3,3,3,1,0,3,-1,2,3,1,1,-4,0,-1,1,-2,0,-2,1,1,2,2,1,2,2,6,-1,1,1,7,3,-3,3,-2,-4,-1,6,1,2,4,",2,4,2,4,2,3,1.0
16,1,"7,-2,-2,2,4,2,1,",-2,7,-2,2,2,1,3.0
16,2,"7,-2,-2,2,4,2,1,5,2,-1,1,-1,2,",-1,5,-1,2,2,1,2.0
16,3,"7,-2,-2,2,4,2,1,5,2,-1,1,-1,2,-1,0,1,-12,-16,2,",-16,2,-12,0,0,-5,7.0
16,4,"7,-2,-2,2,4,2,1,5,2,-1,1,-1,2,-1,0,1,-12,-16,2,3,3,-1,5,0,",-1,5,0,3,3,2,2.0
16,6,"7,-2,-2,2,4,2,1,5,2,-1,1,-1,2,-1,0,1,-12,-16,2,3,3,-1,5,0,2,-1,1,2,0,-1,-2,",-2,2,-1,0,0,0,1.4142135623730951
16,7,"7,-2,-2,2,4,2,1,5,2,-1,1,-1,2,-1,0,1,-12,-16,2,3,3,-1,5,0,2,-1,1,2,0,-1,-2,0,0,2,0,0,2,",0,2,0,0,0,0,1.0
16,8,"7,-2,-2,2,4,2,1,5,2,-1,1,-1,2,-1,0,1,-12,-16,2,3,3,-1,5,0,2,-1,1,2,0,-1,-2,0,0,2,0,0,2,1,3,",1,3,1,3,1,2,1.0
16,9,"7,-2,-2,2,4,2,1,5,2,-1,1,-1,2,-1,0,1,-12,-16,2,3,3,-1,5,0,2,-1,1,2,0,-1,-2,0,0,2,0,0,2,1,3,7,0,0,1,0,2,1,",0,7,0,1,1,1,2.2360679774997898
16,10,"7,-2,-2,2,4,2,1,5,2,-1,1,-1,2,-1,0,1,-12,-16,2,3,3,-1,5,0,2,-1,1,2,0,-1,-2,0,0,2,0,0,2,1,3,7,0,0,1,0,2,1,-1,0,5,",-1,5,-1,0,-1,1,2.6457513110645907
16,11,"7,-2,-2,2,4,2,1,5,2,-1,1,-1,2,-1,0,1,-12,-16,2,3,3,-1,5,0,2,-1,1,2,0,-1,-2,0,0,2,0,0,2,1,3,7,0,0,1,0,2,1,-1,0,5,0,1,-2,1,-12,-3,-1,",-12,1,-3,-1,-1,-3,4.2426406871192848
16,13,"7,-2,-2,2,4,2,1,5,2,-1,1,-1,2,-1,0,1,-12,-16,2,3,3,-1,5,0,2,-1,1,2,0,-1,-2,0,0,2,0,0,2,1,3,7,0,0,1,0,2,1,-1,0,5,0,1,-2,1,-12,-3,-1,0,4,-5,0,4,-1,1,",-5,4,-1,0,0,0,2.8284271247461903
16,14,"7,-2,-2,2,4,2,1,5,2,-1,1,-1,2,-1,0,1,-12,-16,2,3,3,-1,5,0,2,-1,1,2,0,-1,-2,0,0,2,0,0,2,1,3,7,0,0,1,0,2,1,-1,0,5,0,1,-2,1,-12,-3,-1,0,4,-5,0,4,-1,1,3,1,-1,-11,-5,5,-1,",-11,5,-5,-1,-1,-2,5.0
16,16,"7,-2,-2,2,4,2,1,5,2,-1,1,-1,2,-1,0,1,-12,-16,2,3,3,-1,5,0,2,-1,1,2,0,-1,-2,0,0,2,0,0,2,1,3,7,0,0,1,0,2,1,-1,0,5,0,1,-2,1,-12,-3,-1,0,4,-5,0,4,-1,1,3,1,-1,-11,-5,5,-1,6,2,",2,6,2,6,2,4,2.0
16,17,"7,-2,-2,2,4,2,1,5,2,-1,1,-1,2,-1,0,1,-12,-16,2,3,3,-1,5,0,2,-1,1,2,0,-1,-2,0,0,2,0,0,2,1,3,7,0,0,1,0,2,1,-1,0,5,0,1,-2,1,-12,-3,-1,0,4,-5,0,4,-1,1,3,1,-1,-11,-5,5,-1,6,2,2,1,1,-5,3,2,-8,",-8,3,-5,1,1,-1,3.872983346207417
16,18,"7,-2,-2,2,4,2,1,5,2,-1,1,-1,2,-1,0,1,-12,-16,2,3,3,-1,5,0,2,-1,1,2,0,-1,-2,0,0,2,0,0,2,1,3,7,0,0,1,0,2,1,-1,0,5,0,1,-2,1,-12,-3,-1,0,4,-5,0,4,-1,1,3,1,-1,-11,-5,5,-1,6,2,2,1,1,-5,3,2,-8,5,1,1,0,1,-5,",-5,5,0,1,1,0,2.8284271247461903
16,20,"7,-2,-2,2,4,2,1,5,2,-1,1,-1,2,-1,0,1,-12,-16,2,3,3,-1,5,0,2,-1,1,2,0,-1,-2,0,0,2,0,0,2,1,3,7,0,0,1,0,2,1,-1,0,5,0,1,-2,1,-12,-3,-1,0,4,-5,0,4,-1,1,3,1,-1,-11,-5,5,-1,6,2,2,1,1,-5,3,2,-8,5,1,1,0,1,-5,0,-1,1,2,",-1,2,0,1,2,0,1.0
16,22,"7,-2,-2,2,4,2,1,5,2,-1,1,-1,2,-1,0,1,-12,-16,2,3,3,-1,5,0,2,-1,1,2,0,-1,-2,0,0,2,0,0,2,1,3,7,0,0,1,0,2,1,-1,0,5,0,1,-2,1,-12,-3,-1,0,4,-5,0,4,-1,1,3,1,-1,-11,-5,5,-1,6,2,2,1,1,-5,3,2,-8,5,1,1,0,1,-5,0,-1,1,2,1,4,2,6,0,",0,6,1,2,4,2,2.2360679774997898
16,70,"7,-2,-2,2,4,2,1,5,2,-1,1,-1,2,-1,0,1,-12,-16,2,3,3,-1,5,0,2,-1,1,2,0,-1,-2,0,0,2,0,0,2,1,3,7,0,0,1,0,2,1,-1,0,5,0,1,-2,1,-12,-3,-1,0,4,-5,0,4,-1,1,3,1,-1,-11,-5,5,-1,6,2,2,1,1,-5,3,2,-8,5,1,1,0,1,-5,0,-1,1,2,1,4,2,6,0,2,",2,2,2,2,2,2,0.0
17,1,"0,1,-1,-2,0,10,-11,-1,0,-4,-5,",-11,10,-4,-1,0,-2,4.7958315233127191
17,2,"0,1,-1,-2,0,10,-11,-1,0,-4,-5,2,-1,0,0,-7,6,1,-2,-1,-6,1,2,",-7,6,-1,0,2,-1,3.3166247903553998
17,3,"0,1,-1,-2,0,10,-11,-1,0,-4,-5,2,-1,0,0,-7,6,1,-2,-1,-6,1,2,1,0,-1,1,4,4,-1,0,1,",-1,4,0,1,1,1,1.7320508075688772
17,4,"0,1,-1,-2,0,10,-11,-1,0,-4,-5,2,-1,0,0,-7,6,1,-2,-1,-6,1,2,1,0,-1,1,4,4,-1,0,1,-1,3,-1,-2,-3,-5,0,0,-2,-1,-4,",-5,3,-3,-1,-1,-2,2.0
17,6,"0,1,-1,-2,0,10,-11,-1,0,-4,-5,2,-1,0,0,-7,6,1,-2,-1,-6,1,2,1,0,-1,1,4,4,-1,0,1,-1,3,-1,-2,-3,-5,0,0,-2,-1,-4,-2,-2,0,-2,1,0,2,0,0,-1,0,0,",-2,2,-1,0,0,-1,1.0
17,7,"0,1,-1,-2,0,10,-11,-1,0,-4,-5,2,-1,0,0,-7,6,1,-2,-1,-6,1,2,1,0,-1,1,4,4,-1,0,1,-1,3,-1,-2,-3,-5,0,0,-2,-1,-4,-2,-2,0,-2,1,0,2,0,0,-1,0,0,-1,-3,4,0,-5,0,1,2,0,0,1,",-5,4,-1,0,0,-1,2.4494897427831779
17,8,"0,1,-1,-2,0,10,-11,-1,0,-4,-5,2,-1,0,0,-7,6,1,-2,-1,-6,1,2,1,0,-1,1,4,4,-1,0,1,-1,3,-1,-2,-3,-5,0,0,-2,-1,-4,-2,-2,0,-2,1,0,2,0,0,-1,0,0,-1,-3,4,0,-5,0,1,2,0,0,1,-1,2,2,-1,2,0,4,",-1,4,-1,2,2,1,1.7320508075688772
17,9,"0,1,-1,-2,0,10,-11,-1,0,-4,-5,2,-1,0,0,-7,6,1,-2,-1,-6,1,2,1,0,-1,1,4,4,-1,0,1,-1,3,-1,-2,-3,-5,0,0,-2,-1,-4,-2,-2,0,-2,1,0,2,0,0,-1,0,0,-1,-3,4,0,-5,0,1,2,0,0,1,-1,2,2,-1,2,0,4,-16,2,0,0,-1,2,0,1,-1,0,-10,",-16,2,-1,0,0,-3,5.3851648071345037
17,10,"0,1,-1,-2,0,10,-11,-1,0,-4,-5,2,-1,0,0,-7,6,1,-2,-1,-6,1,2,1,0,-1,1,4,4,-1,0,1,-1,3,-1,-2,-3,-5,0,0,-2,-1,-4,-2,-2,0,-2,1,0,2,0,0,-1,0,0,-1,-3,4,0,-5,0,1,2,0,0,1,-1,2,2,-1,2,0,4,-16,2,0,0,-1,2,0,1,-1,0,-10,-1,3,-14,5,5,2,-1,1,",-14,5,-1,2,5,0,5.6568542494923806
17,11,"0,1,-1,-2,0,10,-11,-1,0,-4,-5,2,-1,0,0,-7,6,1,-2,-1,-6,1,2,1,0,-1,1,4,4,-1,0,1,-1,3,-1,-2,-3,-5,0,0,-2,-1,-4,-2,-2,0,-2,1,0,2,0,0,-1,0,0,-1,-3,4,0,-5,0,1,2,0,0,1,-1,2,2,-1,2,0,4,-16,2,0,0,-1,2,0,1,-1,0,-10,-1,3,-14,5,5,2,-1,1,0,2,-12,2,-1,1,1,1,-1,-2,4,3,",-12,4,-1,1,2,-1,4.0
17,13,"0,1,-1,-2,0,10,-11,-1,0,-4,-5,2,-1,0,0,-7,6,1,-2,-1,-6,1,2,1,0,-1,1,4,4,-1,0,1,-1,3,-1,-2,-3,-5,0,0,-2,-1,-4,-2,-2,0,-2,1,0,2,0,0,-1,0,0,-1,-3,4,0,-5,0,1,2,0,0,1,-1,2,2,-1,2,0,4,-16,2,0,0,-1,2,0,1,-1,0,-10,-1,3,-14,5,5,2,-1,1,0,2,-12,2,-1,1,1,1,-1,-2,4,3,0,0,-1,0,3,-5,-5,4,-3,",-5,4,-3,0,0,-1,2.8284271247461903
17,14,"0,1,-1,-2,0,10,-11,-1,0,-4,-5,2,-1,0,0,-7,6,1,-2,-1,-6,1,2,1,0,-1,1,4,4,-1,0,1,-1,3,-1,-2,-3,-5,0,0,-2,-1,-4,-2,-2,0,-2,1,0,2,0,0,-1,0,0,-1,-3,4,0,-5,0,1,2,0,0,1,-1,2,2,-1,2,0,4,-16,2,0,0,-1,2,0,1,-1,0,-10,-1,3,-14,5,5,2,-1,1,0,2,-12,2,-1,1,1,1,-1,-2,4,3,0,0,-1,0,3,-5,-5,4,-3,0,1,5,-4,1,1,1,-8,-5,-2,-3,-1,",-8,5,-3,0,1,-2,3.3166247903553998
17,16,"0,1,-1,-2,0,10,-11,-1,0,-4,-5,2,-1,0,0,-7,6,1,-2,-1,-6,1,2,1,0,-1,1,4,4,-1,0,1,-1,3,-1,-2,-3,-5,0,0,-2,-1,-4,-2,-2,0,-2,1,0,2,0,0,-1,0,0,-1,-3,4,0,-5,0,1,2,0,0,1,-1,2,2,-1,2,0,4,-16,2,0,0,-1,2,0,1,-1,0,-10,-1,3,-14,5,5,2,-1,1,0,2,-12,2,-1,1,1,1,-1,-2,4,3,0,0,-1,0,3,-5,-5,4,-3,0,1,5,-4,1,1,1,-8,-5,-2,-3,-1,-4,0,",-4,0,-4,0,-4,-2,2.0
17,17,"0,1,-1,-2,0,10,-11,-1,0,-4,-5,2,-1,0,0,-7,6,1,-2,-1,-6,1,2,1,0,-1,1,4,4,-1,0,1,-1,3,-1,-2,-3,-5,0,0,-2,-1,-4,-2,-2,0,-2,1,0,2,0,0,-1,0,0,-1,-3,4,0,-5,0,1,2,0,0,1,-1,2,2,-1,2,0,4,-16,2,0,0,-1,2,0,1,-1,0,-10,-1,3,-14,5,5,2,-1,1,0,2,-12,2,-1,1,1,1,-1,-2,4,3,0,0,-1,0,3,-5,-5,4,-3,0,1,5,-4,1,1,1,-8,-5,-2,-3,-1,-4,0,4,-1,2,1,1,0,0,1,-3,0,",-3,4,0,1,1,0,1.7320508075688772
17,18,"0,1,-1,-2,0,10,-11,-1,0,-4,-5,2,-1,0,0,-7,6,1,-2,-1,-6,1,2,1,0,-1,1,4,4,-1,0,1,-1,3,-1,-2,-3,-5,0,0,-2,-1,-4,-2,-2,0,-2,1,0,2,0,0,-1,0,0,-1,-3,4,0,-5,0,1,2,0,0,1,-1,2,2,-1,2,0,4,-16,2,0,0,-1,2,0,1,-1,0,-10,-1,3,-14,5,5,2,-1,1,0,2,-12,2,-1,1,1,1,-1,-2,4,3,0,0,-1,0,3,-5,-5,4,-3,0,1,5,-4,1,1,1,-8,-5,-2,-3,-1,-4,0,4,-1,2,1,1,0,0,1,-3,0,2,1,-10,-1,-2,0,2,0,1,0,-1,-1,",-10,2,-1,0,1,-1,3.0
17,20,"0,1,-1,-2,0,10,-11,-1,0,-4,-5,2,-1,0,0,-7,6,1,-2,-1,-6,1,2,1,0,-1,1,4,4,-1,0,1,-1,3,-1,-2,-3,-5,0,0,-2,-1,-4,-2,-2,0,-2,1,0,2,0,0,-1,0,0,-1,-3,4,0,-5,0,1,2,0,0,1,-1,2,2,-1,2,0,4,-16,2,0,0,-1,2,0,1,-1,0,-10,-1,3,-14,5,5,2,-1,1,0,2,-12,2,-1,1,1,1,-1,-2,4,3,0,0,-1,0,3,-5,-5,4,-3,0,1,5,-4,1,1,1,-8,-5,-2,-3,-1,-4,0,4,-1,2,1,1,0,0,1,-3,0,2,1,-10,-1,-2,0,2,0,1,0,-1,-1,0,7,1,-1,4,-1,-1,1,",-1,7,-1,1,4,1,2.6457513110645907
17,21,"0,1,-1,-2,0,10,-11,-1,0,-4,-5,2,-1,0,0,-7,6,1,-2,-1,-6,1,2,1,0,-1,1,4,4,-1,0,1,-1,3,-1,-2,-3,-5,0,0,-2,-1,-4,-2,-2,0,-2,1,0,2,0,0,-1,0,0,-1,-3,4,0,-5,0,1,2,0,0,1,-1,2,2,-1,2,0,4,-16,2,0,0,-1,2,0,1,-1,0,-10,-1,3,-14,5,5,2,-1,1,0,2,-12,2,-1,1,1,1,-1,-2,4,3,0,0,-1,0,3,-5,-5,4,-3,0,1,5,-4,1,1,1,-8,-5,-2,-3,-1,-4,0,4,-1,2,1,1,0,0,1,-3,0,2,1,-10,-1,-2,0,2,0,1,0,-1,-1,0,7,1,-1,4,-1,-1,1,1,-1,0,-6,0,",-6,1,-1,0,0,-2,2.4494897427831779
17,22,"0,1,-1,-2,0,10,-11,-1,0,-4,-5,2,-1,0,0,-7,6,1,-2,-1,-6,1,2,1,0,-1,1,4,4,-1,0,1,-1,3,-1,-2,-3,-5,0,0,-2,-1,-4,-2,-2,0,-2,1,0,2,0,0,-1,0,0,-1,-3,4,0,-5,0,1,2,0,0,1,-1,2,2,-1,2,0,4,-16,2,0,0,-1,2,0,1,-1,0,-10,-1,3,-14,5,5,2,-1,1,0,2,-12,2,-1,1,1,1,-1,-2,4,3,0,0,-1,0,3,-5,-5,4,-3,0,1,5,-4,1,1,1,-8,-5,-2,-3,-1,-4,0,4,-1,2,1,1,0,0,1,-3,0,2,1,-10,-1,-2,0,2,0,1,0,-1,-1,0,7,1,-1,4,-1,-1,1,1,-1,0,-6,0,1,2,-3,-3,0,0,-1,0,-20,-1,",-20,2,-3,0,0,-3,6.0
18,1,"1,0,-3,0,2,2,6,0,-2,-2,1,1,-1,4,0,",-3,6,-1,0,1,0,2.2360679774997898
18,2,"1,0,-3,0,2,2,6,0,-2,-2,1,1,-1,4,0,0,-1,0,2,0,4,2,5,6,-2,2,0,0,2,1,0,3,",-2,6,0,1,2,1,2.0
18,3,"1,0,-3,0,2,2,6,0,-2,-2,1,1,-1,4,0,0,-1,0,2,0,4,2,5,6,-2,2,0,0,2,1,0,3,-11,-3,1,-1,0,0,-2,2,0,4,",-11,4,-2,0,0,-1,3.7416573867739413
18,4,"1,0,-3,0,2,2,6,0,-2,-2,1,1,-1,4,0,0,-1,0,2,0,4,2,5,6,-2,2,0,0,2,1,0,3,-11,-3,1,-1,0,0,-2,2,0,4,0,3,1,0,0,1,2,1,-1,0,-5,2,-3,-5,-3,4,",-5,4,-1,0,2,-1,2.6457513110645907
18,6,"1,0,-3,0,2,2,6,0,-2,-2,1,1,-1,4,0,0,-1,0,2,0,4,2,5,6,-2,2,0,0,2,1,0,3,-11,-3,1,-1,0,0,-2,2,0,4,0,3,1,0,0,1,2,1,-1,0,-5,2,-3,-5,-3,4,-9,-1,-2,-1,-9,2,-5,0,-3,0,-2,1,1,0,1,0,",-9,2,-2,0,1,-2,3.1622776601683795
18,7,"1,0,-3,0,2,2,6,0,-2,-2,1,1,-1,4,0,0,-1,0,2,0,4,2,5,6,-2,2,0,0,2,1,0,3,-11,-3,1,-1,0,0,-2,2,0,4,0,3,1,0,0,1,2,1,-1,0,-5,2,-3,-5,-3,4,-9,-1,-2,-1,-9,2,-5,0,-3,0,-2,1,1,0,1,0,0,0,-2,0,1,3,2,-1,0,0,0,-1,-1,0,1,",-2,3,-1,0,0,0,1.0
18,8,"1,0,-3,0,2,2,6,0,-2,-2,1,1,-1,4,0,0,-1,0,2,0,4,2,5,6,-2,2,0,0,2,1,0,3,-11,-3,1,-1,0,0,-2,2,0,4,0,3,1,0,0,1,2,1,-1,0,-5,2,-3,-5,-3,4,-9,-1,-2,-1,-9,2,-5,0,-3,0,-2,1,1,0,1,0,0,0,-2,0,1,3,2,-1,0,0,0,-1,-1,0,1,-4,3,1,-1,0,1,1,0,-1,",-4,3,-1,0,1,0,1.7320508075688772
18,9,"1,0,-3,0,2,2,6,0,-2,-2,1,1,-1,4,0,0,-1,0,2,0,4,2,5,6,-2,2,0,0,2,1,0,3,-11,-3,1,-1,0,0,-2,2,0,4,0,3,1,0,0,1,2,1,-1,0,-5,2,-3,-5,-3,4,-9,-1,-2,-1,-9,2,-5,0,-3,0,-2,1,1,0,1,0,0,0,-2,0,1,3,2,-1,0,0,0,-1,-1,0,1,-4,3,1,-1,0,1,1,0,-1,5,1,5,-1,0,5,5,5,1,-3,6,1,3,0,1,0,",-3,6,0,1,5,2,2.6457513110645907
18,10,"1,0,-3,0,2,2,6,0,-2,-2,1,1,-1,4,0,0,-1,0,2,0,4,2,5,6,-2,2,0,0,2,1,0,3,-11,-3,1,-1,0,0,-2,2,0,4,0,3,1,0,0,1,2,1,-1,0,-5,2,-3,-5,-3,4,-9,-1,-2,-1,-9,2,-5,0,-3,0,-2,1,1,0,1,0,0,0,-2,0,1,3,2,-1,0,0,0,-1,-1,0,1,-4,3,1,-1,0,1,1,0,-1,5,1,5,-1,0,5,5,5,1,-3,6,1,3,0,1,0,1,-1,-2,1,5,3,5,-3,-1,1,5,3,",-3,5,-1,1,5,1,2.6457513110645907
18,11,"1,0,-3,0,2,2,6,0,-2,-2,1,1,-1,4,0,0,-1,0,2,0,4,2,5,6,-2,2,0,0,2,1,0,3,-11,-3,1,-1,0,0,-2,2,0,4,0,3,1,0,0,1,2,1,-1,0,-5,2,-3,-5,-3,4,-9,-1,-2,-1,-9,2,-5,0,-3,0,-2,1,1,0,1,0,0,0,-2,0,1,3,2,-1,0,0,0,-1,-1,0,1,-4,3,1,-1,0,1,1,0,-1,5,1,5,-1,0,5,5,5,1,-3,6,1,3,0,1,0,1,-1,-2,1,5,3,5,-3,-1,1,5,3,-2,-2,3,2,-1,-3,3,1,0,-1,-4,0,1,5,2,2,0,",-4,5,-1,0,2,0,2.2360679774997898
18,13,"1,0,-3,0,2,2,6,0,-2,-2,1,1,-1,4,0,0,-1,0,2,0,4,2,5,6,-2,2,0,0,2,1,0,3,-11,-3,1,-1,0,0,-2,2,0,4,0,3,1,0,0,1,2,1,-1,0,-5,2,-3,-5,-3,4,-9,-1,-2,-1,-9,2,-5,0,-3,0,-2,1,1,0,1,0,0,0,-2,0,1,3,2,-1,0,0,0,-1,-1,0,1,-4,3,1,-1,0,1,1,0,-1,5,1,5,-1,0,5,5,5,1,-3,6,1,3,0,1,0,1,-1,-2,1,5,3,5,-3,-1,1,5,3,-2,-2,3,2,-1,-3,3,1,0,-1,-4,0,1,5,2,2,0,0,0,1,1,1,10,0,0,1,0,2,0,4,-11,",-11,10,0,1,1,0,4.1231056256176606
18,14,"1,0,-3,0,2,2,6,0,-2,-2,1,1,-1,4,0,0,-1,0,2,0,4,2,5,6,-2,2,0,0,2,1,0,3,-11,-3,1,-1,0,0,-2,2,0,4,0,3,1,0,0,1,2,1,-1,0,-5,2,-3,-5,-3,4,-9,-1,-2,-1,-9,2,-5,0,-3,0,-2,1,1,0,1,0,0,0,-2,0,1,3,2,-1,0,0,0,-1,-1,0,1,-4,3,1,-1,0,1,1,0,-1,5,1,5,-1,0,5,5,5,1,-3,6,1,3,0,1,0,1,-1,-2,1,5,3,5,-3,-1,1,5,3,-2,-2,3,2,-1,-3,3,1,0,-1,-4,0,1,5,2,2,0,0,0,1,1,1,10,0,0,1,0,2,0,4,-11,1,1,0,0,1,-2,3,-10,6,1,1,-3,-1,-2,0,5,-8,",-10,6,-2,0,1,-1,3.872983346207417
18,16,"1,0,-3,0,2,2,6,0,-2,-2,1,1,-1,4,0,0,-1,0,2,0,4,2,5,6,-2,2,0,0,2,1,0,3,-11,-3,1,-1,0,0,-2,2,0,4,0,3,1,0,0,1,2,1,-1,0,-5,2,-3,-5,-3,4,-9,-1,-2,-1,-9,2,-5,0,-3,0,-2,1,1,0,1,0,0,0,-2,0,1,3,2,-1,0,0,0,-1,-1,0,1,-4,3,1,-1,0,1,1,0,-1,5,1,5,-1,0,5,5,5,1,-3,6,1,3,0,1,0,1,-1,-2,1,5,3,5,-3,-1,1,5,3,-2,-2,3,2,-1,-3,3,1,0,-1,-4,0,1,5,2,2,0,0,0,1,1,1,10,0,0,1,0,2,0,4,-11,1,1,0,0,1,-2,3,-10,6,1,1,-3,-1,-2,0,5,-8,7,0,",0,7,0,7,0,3,3.4641016151377544
